TIMESTAMP,AGENTNAME,ORDERBOOK,INSTRUMENT_NAME,COUNTRY,SECTOR_LONGNAME,SUBSECTOR_LONGNAME,INDUSTRY_LONGNAME,HOLDING_RATIO,HOLDING,OB_HOLDING,INVESTS,LASTFIXEDPRICE,ESG,E,S,G,ESG_RATIO,E_RATIO,S_RATIO,G_RATIO
2019-04-05 07:06:03.058,Denise-00,FR0010220475,ALSTOM,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,1.000000,994,994,71,14,62.39,67.33,62.5,57.33,62.39,67.33,62.5,57.33
2019-04-05 07:00:36.190,Gabriel-04,FR0010307819,LEGRAND,FR,PRODUCER DURABLES,SCIENTIFIC INSTRUMENTS & SERVICES,SCIENCTIFIC INSTRUMENTS ELECTRICAL,1.000000,990,990,55,18,65.17,64.33,64.83,66.33,65.17,64.33,64.83,66.33
2019-04-05 07:01:19.242,Beatrice-02,FR0000121964,KLEPIERRE,FR,FINANCIAL SERVICES,REAL ESTATE INVESTMENT TRUSTS,RETAIL REIT,1.000000,990,990,90,11,61.94,63.33,59.17,63.33,61.94,63.33,59.17,63.33
2019-04-05 07:07:13.558,Franck-04,FR0000071946,ALTEN,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,1.000000,988,988,76,13,61.11,64.33,63,56,61.11,64.33,63,56
2019-04-05 07:03:18.246,Adele-04,FR0000121709,S.E.B.,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,HOUSEHOLD EQUIPMENT,1.000000,988,988,52,19,61.61,59,62.83,63,61.61,59,62.83,63
2019-04-05 07:00:28.952,Laurie-00,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,1.000000,986,986,58,17,53.67,53,52,56,53.67,53,52,56
2019-04-05 07:04:33.978,Nicolas-01,FR0010220475,ALSTOM,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,0.000000,890,0,0,14,62.39,67.33,62.5,57.33,0,0,0,0
2019-04-05 07:10:35.720,Nicolas-01,FR0000121329,THALES,FR,PRODUCER DURABLES,TRANSPORTATION & FREIGHT,AEROSPACE,1.000000,890,890,89,10,61.89,64.67,62,59,61.89,64.67,62,59
2019-04-05 07:52:58.064,Anna-04,FR0000131104,BNP PARIBAS ACT.A,FR,FINANCIAL SERVICES,BANKS,DIVERSIFIED BANKS,0.030927,776,24,2,12,63.5,61,65.83,63.67,1.9638645,1.886547,2.03592441,1.96912209
2019-04-05 07:47:55.730,Anna-04,FR0010040865,GECINA,FR,FINANCIAL SERVICES,REAL ESTATE INVESTMENT TRUSTS,OFFICE REIT,0.000000,776,0,0,13,65.44,67.33,61.33,67.67,0,0,0,0
2019-04-05 07:52:57.594,Anna-04,FR0000120644,DANONE,FR,CONSUMER STAPLES,FOOD,FOOD,0.144329,776,112,8,14,65.11,66,61.67,67.67,9.39726119,9.525714,8.90076943,9.76674343
2019-04-05 07:20:52.608,Anna-04,FR0000120321,L'OREAL,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,COSMETICS,0.824742,776,640,40,16,69.61,70.67,69.5,68.67,57.41029062,58.28451714,57.319569,56.63503314
2019-04-05 07:52:57.218,Anna-04,FR0010307819,LEGRAND,FR,PRODUCER DURABLES,SCIENTIFIC INSTRUMENTS & SERVICES,SCIENCTIFIC INSTRUMENTS ELECTRICAL,0.000000,776,0,0,12,65.17,64.33,64.83,66.33,0,0,0,0
2019-04-05 09:10:12.276,Anna-01,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,733,0,0,9,65.28,71,61.83,63,0,0,0,0
2019-04-05 09:10:11.712,Anna-01,FR0000120172,CARREFOUR,FR,CONSUMER STAPLES,PERSONAL CARE DRUGS & GROCERY,DRUG & GROCERY CHAINS,0.024556,733,18,2,9,63.83,62.67,64.17,64.67,1.56740948,1.53892452,1.57575852,1.58803652
2019-04-05 09:01:54.924,Anna-01,FR0000120321,L'OREAL,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,COSMETICS,0.184174,733,135,15,9,69.61,70.67,69.5,68.67,12.82035214,13.01557658,12.800093,12.64722858
2019-04-05 12:39:38.140,Anna-01,FR0000120628,AXA,FR,FINANCIAL SERVICES,INSURANCE,MULTI-LINE INSURANCE,0.381991,733,280,40,7,65.5,60,66.83,69.67,25.0204105,22.91946,25.52845853,26.61331297
2019-04-05 09:05:15.958,Anna-01,FR0000120693,PERNOD RICARD,FR,CONSUMER STAPLES,FOOD,BREWERS AND BEVERAGE DISTRIBUTION,0.000000,733,0,0,12,64.22,64,63,65.67,0,0,0,0
2019-04-05 12:47:46.124,Anna-01,FR0010307819,LEGRAND,FR,PRODUCER DURABLES,SCIENTIFIC INSTRUMENTS & SERVICES,SCIENCTIFIC INSTRUMENTS ELECTRICAL,0.000000,733,0,0,12,65.17,64.33,64.83,66.33,0,0,0,0
2019-04-05 08:45:25.296,Anna-01,FR0000121972,SCHNEIDER ELECTRIC,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,0.409276,733,300,30,10,64.72,63.33,66.5,64.33,26.48834272,25.91944908,27.216854,26.32872508
2019-04-05 09:59:35.518,Denise-04,FR0012757854,SPIE,FR,PRODUCER DURABLES,COMMERCIAL SERVICES,ENGINEERING & CONTRACTING,0.000000,707,0,0,9,58.56,55,54.33,66.33,0,0,0,0
2019-04-05 15:26:02.526,Denise-04,FR0010220475,ALSTOM,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,1.000000,707,707,101,7,62.39,67.33,62.5,57.33,62.39,67.33,62.5,57.33
2019-04-05 09:55:43.308,Denise-04,FR0000121972,SCHNEIDER ELECTRIC,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,0.000000,707,0,0,13,64.72,63.33,66.5,64.33,0,0,0,0
2019-04-05 07:53:05.240,Beatrice-00,FR0000045072,CREDIT AGRICOLE,FR,FINANCIAL SERVICES,BANKS,DIVERSIFIED BANKS,0.966767,662,640,40,16,59.72,55.67,66.17,57.33,57.73532524,53.81991889,63.97097239,55.42475211
2019-04-05 07:58:44.296,Beatrice-00,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.033232,662,22,2,11,65.28,71,61.83,63,2.16938496,2.359472,2.05473456,2.093616
2019-04-05 07:48:41.570,Beatrice-00,FR0000121964,KLEPIERRE,FR,FINANCIAL SERVICES,REAL ESTATE INVESTMENT TRUSTS,RETAIL REIT,0.000000,662,0,0,14,61.94,63.33,59.17,63.33,0,0,0,0
2019-04-05 07:57:32.324,Beatrice-00,FR0000131104,BNP PARIBAS ACT.A,FR,FINANCIAL SERVICES,BANKS,DIVERSIFIED BANKS,0.000000,662,0,0,7,63.5,61,65.83,63.67,0,0,0,0
2019-04-05 07:03:48.514,Adele-01,FR0012435121,ELIS,FR,CONSUMER DISCRETIONARY,CONSUMER SERVICES,CONSUMER RENTAL & LEASE SERVICES,0.000000,640,0,0,7,57.5,59,49.17,64.33,0,0,0,0
2019-04-05 07:22:14.200,Adele-01,FR0000120644,DANONE,FR,CONSUMER STAPLES,FOOD,FOOD,1.000000,640,640,64,10,65.11,66,61.67,67.67,65.11,66,61.67,67.67
2019-04-05 07:49:40.070,Anna-02,FR0000120321,L'OREAL,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,COSMETICS,0.468852,610,286,26,11,69.61,70.67,69.5,68.67,32.63678772,33.13377084,32.585214,32.19606684
2019-04-05 08:31:40.638,Anna-02,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.078688,610,48,3,16,65.28,71,61.83,63,5.13675264,5.586848,4.86527904,4.957344
2019-04-05 09:44:54.774,Anna-02,FR0000121972,SCHNEIDER ELECTRIC,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,0.000000,610,0,0,10,64.72,63.33,66.5,64.33,0,0,0,0
2019-04-05 09:52:33.492,Anna-02,FR0010307819,LEGRAND,FR,PRODUCER DURABLES,SCIENTIFIC INSTRUMENTS & SERVICES,SCIENCTIFIC INSTRUMENTS ELECTRICAL,0.452459,610,276,23,12,65.17,64.33,64.83,66.33,29.48675303,29.10668747,29.33291697,30.01160547
2019-04-05 07:48:12.776,Anna-02,FR0000120644,DANONE,FR,CONSUMER STAPLES,FOOD,FOOD,0.000000,610,0,0,8,65.11,66,61.67,67.67,0,0,0,0
2019-04-05 08:35:24.638,Laurie-04,FR0010313833,ARKEMA,FR,MATERIALS & PROCESSING,CHEMICALS & SYNTHETICS,DIVERSIFIED CHEMICALS,0.000000,594,0,0,7,62.78,61.33,61,66,0,0,0,0
2019-04-05 08:53:25.884,Laurie-04,FR0010208488,ENGIE,FR,UTILITIES,UTILITIES,MISCELLANEOUS UTILITIES,0.959595,594,570,38,15,62.17,59.33,64.17,63,59.65802115,56.93277135,61.57721115,60.454485
2019-04-05 09:39:51.970,Laurie-04,FR0000120644,DANONE,FR,CONSUMER STAPLES,FOOD,FOOD,0.040404,594,24,3,8,65.11,66,61.67,67.67,2.63070444,2.666664,2.49171468,2.73413868
2019-04-05 08:51:39.790,Laurie-04,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,0.000000,594,0,0,8,53.67,53,52,56,0,0,0,0
2019-04-05 11:48:00.980,Nicolas-02,FR0000050809,SOPRA STERIA GROUP,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,556,0,0,9,57.78,65.67,51.33,56.33,0,0,0,0
2019-04-05 11:41:09.230,Nicolas-02,FR0010040865,GECINA,FR,FINANCIAL SERVICES,REAL ESTATE INVESTMENT TRUSTS,OFFICE REIT,0.075539,556,42,3,14,65.44,67.33,61.33,67.67,4.94327216,5.08604087,4.63280687,5.11172413
2019-04-05 11:41:07.914,Nicolas-02,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,556,0,0,15,65.28,71,61.83,63,0,0,0,0
2019-04-05 11:47:06.836,Nicolas-02,FR0010340141,ADP,FR,PRODUCER DURABLES,TRANSPORTATION & FREIGHT,MISCELLANEOUS TRANSPORTATION,0.000000,556,0,0,9,63.5,65.67,63.83,61,0,0,0,0
2019-04-05 11:47:08.058,Nicolas-02,FR0000120321,L'OREAL,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,COSMETICS,0.187050,556,104,8,13,69.61,70.67,69.5,68.67,13.0205505,13.2188235,12.999975,12.8447235
2019-04-05 11:49:29.746,Nicolas-02,FR0010307819,LEGRAND,FR,PRODUCER DURABLES,SCIENTIFIC INSTRUMENTS & SERVICES,SCIENCTIFIC INSTRUMENTS ELECTRICAL,0.000000,556,0,0,11,65.17,64.33,64.83,66.33,0,0,0,0
2019-04-05 11:47:06.366,Nicolas-02,FR0000120644,DANONE,FR,CONSUMER STAPLES,FOOD,FOOD,0.000000,556,0,0,7,65.11,66,61.67,67.67,0,0,0,0
2019-04-05 11:50:38.774,Nicolas-02,FR0010220475,ALSTOM,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,0.107913,556,60,5,12,62.39,67.33,62.5,57.33,6.73269207,7.26578229,6.7445625,6.18665229
2019-04-05 11:47:07.588,Nicolas-02,FR0010242511,EDF,FR,UTILITIES,UTILITIES,ELECTRICAL UTILITIES,0.629496,556,350,25,14,60.17,66.67,61.5,52.33,37.87677432,41.96849832,38.714004,32.94152568
2019-04-05 14:06:46.930,Franck-02,FR0000050809,SOPRA STERIA GROUP,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,552,0,0,9,57.78,65.67,51.33,56.33,0,0,0,0
2019-04-05 14:05:54.166,Franck-02,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.913043,552,504,42,12,65.28,71,61.83,63,59.60344704,64.826053,56.45344869,57.521709
2019-04-05 14:05:53.790,Franck-02,FR0000071946,ALTEN,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,552,0,0,8,61.11,64.33,63,56,0,0,0,0
2019-04-05 11:43:41.102,Franck-02,FR0000125338,CAPGEMINI,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,552,0,0,7,60.83,58.33,61.83,62.33,0,0,0,0
2019-04-05 14:12:43.252,Franck-02,FR0000054470,UBISOFT ENTERTAIN,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,ELECTRONIC ENTERTAINMENT,0.086956,552,48,6,8,56,57.67,55.67,54.67,4.869536,5.01475252,4.84084052,4.75388452
2019-04-05 07:18:38.408,Gabriel-03,FR0000131104,BNP PARIBAS ACT.A,FR,FINANCIAL SERVICES,BANKS,DIVERSIFIED BANKS,1.000000,546,546,91,6,63.5,61,65.83,63.67,63.5,61,65.83,63.67
2019-04-05 09:29:40.722,Paul-01,FR0000051807,TELEPERFORMANCE,FR,CONSUMER DISCRETIONARY,MEDIA,ADVERTIING AGENCIES,0.691743,545,377,29,13,56.72,54,52.83,63.33,39.23566296,37.354122,36.54478269,43.80808419
2019-04-05 09:27:29.780,Paul-01,FR0000125486,VINCI,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,CONSTRUCTION,0.308256,545,168,28,6,62.56,62.67,61.67,63.33,19.28449536,19.31840352,19.01014752,19.52185248
2019-04-05 09:27:29.404,Paul-01,FR0000133308,ORANGE,FR,UTILITIES,UTILITIES,TELECOMMUNICATION UTILITIES,0.000000,545,0,0,7,60.56,55,67.67,59,0,0,0,0
2019-04-05 07:20:33.306,Alain-04,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,1.000000,540,540,30,18,53.67,53,52,56,53.67,53,52,56
2019-04-05 07:34:09.380,Pauline-01,FR0000120404,ACCOR,FR,CONSUMER DISCRETIONARY,LEISURE,HOTELS & MOTELS,0.000000,440,0,0,18,62.33,61.67,60.33,65,0,0,0,0
2019-04-05 08:13:08.278,Pauline-01,FR0000120321,L'OREAL,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,COSMETICS,0.000000,440,0,0,7,69.61,70.67,69.5,68.67,0,0,0,0
2019-04-05 08:09:55.766,Pauline-01,FR0010313833,ARKEMA,FR,MATERIALS & PROCESSING,CHEMICALS & SYNTHETICS,DIVERSIFIED CHEMICALS,1.000000,440,440,55,8,62.78,61.33,61,66,62.78,61.33,61,66
2019-04-05 15:11:47.882,Franck-00,FR0000054470,UBISOFT ENTERTAIN,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,ELECTRONIC ENTERTAINMENT,1.000000,408,408,68,6,56,57.67,55.67,54.67,56,57.67,55.67,54.67
2019-04-05 08:03:12.226,Gabriel-00,FR0000121972,SCHNEIDER ELECTRIC,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,1.000000,210,210,15,14,64.72,63.33,66.5,64.33,64.72,63.33,66.5,64.33
2019-04-05 08:02:39.922,Gabriel-00,FR0000133308,ORANGE,FR,UTILITIES,UTILITIES,TELECOMMUNICATION UTILITIES,0.000000,210,0,0,15,60.56,55,67.67,59,0,0,0,0
2019-04-05 08:27:28.938,Gabriel-00,FR0010307819,LEGRAND,FR,PRODUCER DURABLES,SCIENTIFIC INSTRUMENTS & SERVICES,SCIENCTIFIC INSTRUMENTS ELECTRICAL,0.000000,210,0,0,13,65.17,64.33,64.83,66.33,0,0,0,0
2019-04-05 07:33:03.142,Gabriel-02,FR0000045072,CREDIT AGRICOLE,FR,FINANCIAL SERVICES,BANKS,DIVERSIFIED BANKS,0.000000,200,0,0,8,59.72,55.67,66.17,57.33,0,0,0,0
2019-04-05 08:14:19.184,Gabriel-02,FR0000121972,SCHNEIDER ELECTRIC,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,1.000000,200,200,40,5,64.72,63.33,66.5,64.33,64.72,63.33,66.5,64.33
2019-04-05 07:17:54.072,Laurie-02,FR0010313833,ARKEMA,FR,MATERIALS & PROCESSING,CHEMICALS & SYNTHETICS,DIVERSIFIED CHEMICALS,0.000000,192,0,0,12,62.78,61.33,61,66,0,0,0,0
2019-04-05 08:13:06.492,Laurie-02,FR0000120578,SANOFI,FR,HEALTH CARE SERVICES,PHARMACEUTICALS,PHARMACEUTICALS,0.729166,192,140,14,10,62.06,60.67,65.17,60.33,45.25204196,44.23850122,47.51974822,43.99058478
2019-04-05 07:48:43.544,Laurie-02,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,0.000000,192,0,0,8,53.67,53,52,56,0,0,0,0
2019-04-05 08:13:06.962,Laurie-02,FR0000120271,TOTALENERGIES,FR,ENERGY,NON-RENEWABLE ENERGY,INTEGRATED OIL,0.270833,192,52,4,13,63.28,64,64.83,61,17.13831224,17.333312,17.55810339,16.520813
2019-04-05 08:13:06.116,Laurie-02,FR0010208488,ENGIE,FR,UTILITIES,UTILITIES,MISCELLANEOUS UTILITIES,0.000000,192,0,0,8,62.17,59.33,64.17,63,0,0,0,0
2019-04-05 09:39:11.048,Paul-03,FR0010313833,ARKEMA,FR,MATERIALS & PROCESSING,CHEMICALS & SYNTHETICS,DIVERSIFIED CHEMICALS,1.000000,182,182,26,7,62.78,61.33,61,66,62.78,61.33,61,66
2019-04-05 09:47:22.886,Paul-03,FR0000133308,ORANGE,FR,UTILITIES,UTILITIES,TELECOMMUNICATION UTILITIES,0.000000,182,0,0,7,60.56,55,67.67,59,0,0,0,0
2019-04-05 07:48:28.692,Paul-03,FR0000125486,VINCI,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,CONSTRUCTION,0.000000,182,0,0,12,62.56,62.67,61.67,63.33,0,0,0,0
2019-04-05 07:09:33.148,Alain-01,FR0000121485,KERING,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,TEXTILE APPAREL & SHOES,0.045454,176,8,1,8,59.94,59.33,61.17,59.33,2.72451276,2.69678582,2.78042118,2.69678582
2019-04-05 08:10:45.806,Alain-01,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,0.954545,176,168,28,6,53.67,53,52,56,51.23043015,50.590885,49.63634,53.45452
2019-04-05 07:32:09.374,Alain-02,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,0.000000,40,0,0,14,53.67,53,52,56,0,0,0,0
2019-04-05 07:24:37.486,Alain-02,FR0000121485,KERING,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,TEXTILE APPAREL & SHOES,1.000000,40,40,8,5,59.94,59.33,61.17,59.33,59.94,59.33,61.17,59.33
2019-04-05 07:07:36.306,Adele-02,FR0000130403,CHRISTIAN DIOR,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,TEXTILE APPAREL & SHOES,1.000000,40,40,10,4,57.22,58,61,52.67,57.22,58,61,52.67
2019-04-05 07:26:00.018,Paul-00,FR0000133308,ORANGE,FR,UTILITIES,UTILITIES,TELECOMMUNICATION UTILITIES,0.000000,0,0,0,16,60.56,55,67.67,59,0,0,0,0
2019-04-05 14:32:00.418,Paul-04,FR0000125486,VINCI,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,CONSTRUCTION,0.000000,0,0,0,9,62.56,62.67,61.67,63.33,0,0,0,0
2019-04-05 14:10:57.846,Paul-04,FR0000133308,ORANGE,FR,UTILITIES,UTILITIES,TELECOMMUNICATION UTILITIES,0.000000,0,0,0,16,60.56,55,67.67,59,0,0,0,0
2019-04-05 09:58:39.776,Franck-01,FR0000054470,UBISOFT ENTERTAIN,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,ELECTRONIC ENTERTAINMENT,0.000000,0,0,0,13,56,57.67,55.67,54.67,0,0,0,0
2019-04-05 11:10:27.402,Franck-01,FR0000051732,ATOS,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,0,0,0,17,60.78,55.67,63.67,63,0,0,0,0
2019-04-05 14:46:15.062,Paul-04,FR0000120073,AIR LIQUIDE,FR,MATERIALS & PROCESSING,CHEMICALS & SYNTHETICS,SPECIALTY CHEMICALS,0.000000,0,0,0,7,61.78,59.67,62,63.67,0,0,0,0
2019-04-05 10:05:35.662,Franck-01,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.000000,0,0,0,8,65.28,71,61.83,63,0,0,0,0
2019-04-05 08:11:24.658,Paul-00,FR0000051807,TELEPERFORMANCE,FR,CONSUMER DISCRETIONARY,MEDIA,ADVERTIING AGENCIES,0.000000,0,0,0,10,56.72,54,52.83,63.33,0,0,0,0
2019-04-05 07:50:47.530,Nicolas-04,FR0000121329,THALES,FR,PRODUCER DURABLES,TRANSPORTATION & FREIGHT,AEROSPACE,0.000000,0,0,0,15,61.89,64.67,62,59,0,0,0,0
2019-04-05 08:14:05.366,Nicolas-04,FR0010220475,ALSTOM,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,0.000000,0,0,0,9,62.39,67.33,62.5,57.33,0,0,0,0
2019-04-07 15:28:18.074,Idiot-03,FR0000071946,ALTEN,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,-0.042961,-43341,1862,133,14,61.11,64.33,63,56,-2.62534671,-2.76368113,-2.706543,-2.405816
2019-04-07 15:29:54.518,Idiot-03,FR0000131906,RENAULT,FR,CONSUMER DISCRETIONARY,AUTO MOBILES,AUTO MOBILES,0.821485,-43341,-35604,-2967,12,60,63.67,62.33,54,49.2891,52.30394995,51.20316005,44.36019
2019-04-07 15:26:29.974,Idiot-03,FR0006174348,BUREAU VERITAS,FR,PRODUCER DURABLES,COMMERCIAL SERVICES,BACK OFFICE HR & CONSULTANT,0.002538,-43341,-110,-22,5,55.89,54.33,53,60.33,0.14184882,0.13788954,0.134514,0.15311754
2019-04-07 15:26:51.030,Idiot-03,FR0000121147,FAURECIA,FR,CONSUMER DISCRETIONARY,AUTO MOBILES,AUTO PARTS,-0.936526,-43341,40590,3690,11,52.89,50.67,56.67,51.33,-49.53286014,-47.45377242,-53.07292842,-48.07187958
2019-04-07 15:29:34.872,Idiot-03,FR0010340141,ADP,FR,PRODUCER DURABLES,TRANSPORTATION & FREIGHT,MISCELLANEOUS TRANSPORTATION,-0.165270,-43341,7163,551,13,63.5,65.67,63.83,61,-10.494645,-10.8532809,-10.5491841,-10.08147
2019-04-07 15:28:40.164,Idiot-03,FR0011981968,WORLDLINE,FR,TECHNOLOGY,INFORMATION TECHNOLOGY,COMPUTER SERVICES SOFTWARE & SYSTEMS,0.159202,-43341,-6900,-690,10,65.28,71,61.83,63,10.39270656,11.303342,9.84345966,10.029726
2019-04-07 15:28:44.488,Idiot-03,FR0000121485,KERING,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,TEXTILE APPAREL & SHOES,-0.040608,-43341,1760,160,11,59.94,59.33,61.17,59.33,-2.43404352,-2.40927264,-2.48399136,-2.40927264
2019-04-07 15:28:15.536,Idiot-03,FR0010208488,ENGIE,FR,UTILITIES,UTILITIES,MISCELLANEOUS UTILITIES,-0.108673,-43341,4710,471,10,62.17,59.33,64.17,63,-6.75620041,-6.44756909,-6.97354641,-6.846399
2019-04-07 15:29:46.998,Idiot-03,FR0000130403,CHRISTIAN DIOR,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,TEXTILE APPAREL & SHOES,-0.188320,-43341,8162,583,14,57.22,58,61,52.67,-10.7756704,-10.92256,-11.48752,-9.9188144
2019-04-07 15:26:49.338,Idiot-03,FR0000121014,LVMH,FR,CONSUMER DISCRETIONARY,CONSUMER PRODUCT,TEXTILE APPAREL & SHOES,0.635149,-43341,-27528,-2294,12,58.83,61.67,60.5,54.33,37.36581567,39.16963883,38.4265145,34.50764517
2019-04-07 15:28:37.720,Idiot-03,FR0000124141,VEOLIA ENVIRON.,FR,UTILITIES,UTILITIES,MISCELLANEOUS UTILITIES,0.172354,-43341,-7470,-747,10,59.17,58.33,59.83,59.33,10.19818618,10.05340882,10.31193982,10.22576282
2019-04-07 15:26:28.282,Idiot-03,FR0010533075,GETLINK SE,FR,PRODUCER DURABLES,TRANSPORTATION & FREIGHT,RAILROADS,-0.299116,-43341,12964,926,14,58.83,57.33,59.17,60,-17.59699428,-17.14832028,-17.69869372,-17.94696
2019-04-07 15:26:11.174,Idiot-03,FR0000052292,HERMES INTL,FR,NOT CLASSIFIED,NOT CLASSIFIED,NOT CLASSIFIED,-0.050460,-43341,2187,243,9,53.67,53,52,56,-2.7081882,-2.67438,-2.62392,-2.82576
2019-04-07 15:27:02.592,Idiot-03,FR0000120578,SANOFI,FR,HEALTH CARE SERVICES,PHARMACEUTICALS,PHARMACEUTICALS,-0.810894,-43341,35145,3905,9,62.06,60.67,65.17,60.33,-50.32408164,-49.19693898,-52.84596198,-48.92123502
2019-04-07 15:29:39.478,Idiot-03,FR0000120628,AXA,FR,FINANCIAL SERVICES,INSURANCE,MULTI-LINE INSURANCE,-0.096975,-43341,4203,467,9,65.5,60,66.83,69.67,-6.3518625,-5.8185,-6.48083925,-6.75624825
2019-04-07 15:26:31.854,Idiot-03,FR0000121972,SCHNEIDER ELECTRIC,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,POWER TRANSMISSION EQUIPMENT,-0.470224,-43341,20380,1019,20,64.72,63.33,66.5,64.33,-30.43289728,-29.77928592,-31.269896,-30.24950992
2019-04-07 15:26:58.832,Idiot-03,FR0000130452,EIFFAGE,FR,PRODUCER DURABLES,MANUFACTURING & PRODUCTION,CONSTRUCTION,-0.134007,-43341,5808,484,12,57.83,55.67,60.17,57.67,-7.74962481,-7.46016969,-8.06320119,-7.72818369
2019-04-07 15:24:19.942,Idiot-03,FR0000121667,ESSILORLUXOTTICA,FR,HEALTH CARE SERVICES,MEDICAL EQUIPMENT & SERVICES,MEDICAL & DENTAL INSTRUMENTS,-0.079485,-43341,3445,265,13,61.17,57.67,62.17,63.67,-4.86209745,-4.58389995,-4.94158245,-5.06080995
